,id,condition,useful,mins,other,reuse,clarity,benefit,interest,learn,all,id,d1,d2,d3,d4,d5,d6,s1,s2,s3,s4,s5,s6,d,s,num_stop,total_words
77,5e83d37956541b11d8a8734a,MC,6.0,1.0,5.0,5.0,7.0,5.0,6.0,6.0,I need to workout I completed a full workout I completed my entire workout,5e83d37956541b11d8a8734a,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,6,14
78,5e84aa50dd580b03df738ac1,MC,5.0,1.0,4.0,5.0,5.0,6.0,5.0,4.0,Finish a book satisfaction and gaining knowledge  I feel well rounded and inspired after finishing a book,5e84aa50dd580b03df738ac1,2.0,2.0,5.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,6,17
79,5e8804c63ac81448c5ab0fa5,MC,5.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,Finish daily census work I feel satisfied I have completed an assigned task. I have done it successfuuly,5e8804c63ac81448c5ab0fa5,2.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,7,19
80,5e8cd8011a88ad08f181eb96,I,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,I would like to get my yard work done. I would feel accomplished. It has rained so much the last couple days.  I have fallen behind in my yard work.  If I can get it done today now that it's nice I would be very pleased.,5e8cd8011a88ad08f181eb96,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,22,52
81,5e930c9f49a5ba63353b0e85,I,5.0,2.0,3.0,3.0,4.0,5.0,7.0,4.0,"I want my mother to feel loved. Helping her and making sure she eats. I can see my tired from doing what needs to be done in order for my mother to have an easier life. I can feel the exhaustion, but I can also feel the amount of work I've done. The amount of care that will be done for mother in the pursuit of making her life easier. ",5e930c9f49a5ba63353b0e85,5.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,39,77
82,5e946b486914d12ae3471e4a,I,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,no no good,5e946b486914d12ae3471e4a,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3
83,5e960f3a4998da08b0c0290c,I,4.0,1.0,3.0,3.0,5.0,5.0,4.0,3.0,I lay out a plan for my project. I finish the work according to the plan. I would be very happy if I meet my plan.,5e960f3a4998da08b0c0290c,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,15,29
84,5e98bc8a81343c0c36dc33ff,MC,6.0,2.0,4.0,4.0,4.0,6.0,6.0,4.0,apply for hardship getting the hardship thinking about the jobs I can apply for and making more money to support myself through grad school,5e98bc8a81343c0c36dc33ff,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,12,24
85,5e991aaac7bc1615ea5b3eb8,MC,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,"Winning the lottery! Secure, comfortable, and fulfilled. No more worries about how I'm going to live, I can retire, help people.",5e991aaac7bc1615ea5b3eb8,2.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0,2.0,10,29
86,5ea0dd9a2b67cb0dfd30f275,MC,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,I just want to be happy I will feel emotionally strong great self-esteem and confidence,5ea0dd9a2b67cb0dfd30f275,5.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,7,15
87,5eb477adfafd942c92a1e302,MC,6.0,2.0,6.0,5.0,5.0,5.0,6.0,5.0,help to charity if i can get lots of money if i can get lots of money then i can help to people and charity,5eb477adfafd942c92a1e302,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,14,25
88,5eb4b5001cabb13244bd4836,MC,5.0,1.0,4.0,4.0,5.0,5.0,6.0,5.0,I wish to watch netflix I would be happy and entertained When I watch Netflix it is a stress reliever to me. I am able to immerse myself into a different world and forget about my own.,5eb4b5001cabb13244bd4836,3.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,22,39
89,5eb5e3d2ea17ff4c2acdb19e,MC,6.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,"Finish my methods section feel complete and like Im making progress A time progress bar, and I am moving forward on it.",5eb5e3d2ea17ff4c2acdb19e,2.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,8,24
90,5eb6df62c23fbf5e87db6b4b,I,5.0,1.0,5.0,5.0,5.0,6.0,6.0,6.0,"I will talk in my recovery meeting Sharing for a few minutes I am learning to name my feelings and also to say them out loud to other people. It is very difficult to me, so much that it is physically hard for me to get the words out (I sound like I'm about to cry). Practice makes perfect so keeping my mouth shut isn't going to make sharing any easier. ",5eb6df62c23fbf5e87db6b4b,5.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,40,79
91,5ebadbc66befc107469d3c2f,I,2.0,1.0,4.0,2.0,3.0,3.0,5.0,2.0,"Learn React Native flexbox I master it I imagine that i won't have to worry about styling for the app I am building if I learn Flexbox. 

I will feel accomplished.",5ebadbc66befc107469d3c2f,2.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,16,34
92,5ebb046b569ac10bafd80daf,I,3.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,Win some money  Great  It would be great to win some money ,5ebb046b569ac10bafd80daf,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,5,12
93,5ebbf3d4af2b6401d3eeee62,I,4.0,1.0,4.0,5.0,4.0,4.0,4.0,6.0,jj jjhj bf,5ebbf3d4af2b6401d3eeee62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,3
94,5ebc847ccbdc280d1edc1a40,MC,6.0,1.0,4.0,4.0,4.0,5.0,6.0,4.0,get program fixed I get it fixed Fixing the bugs in the program would allow me to move onto the next project.,5ebc847ccbdc280d1edc1a40,2.0,5.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,8,23
95,5ebdd09e4b759c113cc0e1b7,I,5.0,1.0,5.0,5.0,5.0,5.0,6.0,5.0,i would like to make 60 i would feel richer i would be able to buy a new vidya game,5ebdd09e4b759c113cc0e1b7,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,7,20
96,5ec51785bfb2ff453b58a8ed,I,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,car  ,5ec51785bfb2ff453b58a8ed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
97,5ecc07204131bd7c4c6b4b79,I,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,happy and relaxed stress free and relaxed enjoying life,5ecc07204131bd7c4c6b4b79,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2,9
98,5eccfd5e040498000acbab5c,MC,5.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,"If I keep myself composed and keep reminding myself that I once was a child too, I will not get as irritated at my daughter and she will be happier My daughter would feel happier and I would feel like a better parent I often get irritable at my daughter because she is 4, she has been stuck at home for 6 months and she is loud, active, and sometimes very annoying. But I love her and I want to be a better parent and not get so irritated with her ",5eccfd5e040498000acbab5c,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,54,96
99,5ed53833cb34a1098e5e2bce,I,4.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,"To not overeat today Eating less to lose weight I am still in the process of losing a lot of stored up weight. Overeating today would only hurt me in that process, so I would feel much better at the end of the day if I stayed within a certain calorie intake.",5ed53833cb34a1098e5e2bce,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,4.0,24,55
100,5ed802f6115bb42fa91ea35e,MC,6.0,1.0,4.0,4.0,7.0,5.0,5.0,3.0,"finish reading my book happy and accomplished I enjoy reading and have been reading a lot this year. I have been able to finish all my books in about 3 days, however, the last book I read ruined my streak. It was not a pleasant book, but I don't like not finishing books. So this book tooke me long to finsish. This new book I started, I love and very much want to keep reading and finish so I can go to another book.",5ed802f6115bb42fa91ea35e,2.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,3.0,3.0,42,94
101,5ed831c573beeb32b5328660,I,6.0,1.0,6.0,7.0,6.0,6.0,7.0,6.0,"Feel healthy in my body Experience vitality Have energy to take care of self and others
Inspire others to be healthy
Feel more connected to self and family
Feel confident and excited for future",5ed831c573beeb32b5328660,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,13,34
102,5edbdb8d19fa7f8717e17104,I,5.0,1.0,5.0,5.0,5.0,6.0,5.0,5.0,Get ready for job back Make me happy Just it,5edbdb8d19fa7f8717e17104,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,4,10
103,5edce23067f8fc033ade7531,I,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,I wish to start a business I will feel comfortable I will feel comfortable because I would be my own boss.,5edce23067f8fc033ade7531,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,12,22
104,5ede844c1b8bce0f4fe4e81c,MC,5.0,2.0,6.0,5.0,5.0,5.0,5.0,6.0,Research opportunities for myself Finding a good opportunity Making best use of the opportunity,5ede844c1b8bce0f4fe4e81c,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5,14
105,5edfd5c67f45882ee8842c27,MC,5.0,1.0,4.0,3.0,6.0,4.0,5.0,5.0,"Do not overeat Accomplished, healthy, and confident I would not feel nauseous from overeating, but would rather be more mindful about what I put in my body. I will enjoy my food more and won't feel sick from eating too much. I will have energy to exercise and I won't feel/look bloated.",5edfd5c67f45882ee8842c27,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,3.0,27,60
106,5ee2a2503b34be7c5447f433,I,4.0,1.0,4.0,3.0,5.0,4.0,5.0,4.0,to be more loving towards others to be proud of myself I would be very glad if I could make another person happy,5ee2a2503b34be7c5447f433,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,12,23
107,5ee7d4186d433d0b1b02bb20,MC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Motivation for work Being able to get all yard work done tomorrow The best outcome is being able to get all the yard work done as there is a year's worth to do.,5ee7d4186d433d0b1b02bb20,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,16,35
108,5ee87daba93d8b00089c7049,MC,6.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,"Buying a new smartphone I will be more comfortable The type of smartphone I influence my personality. Thus, my personality has now improved",5ee87daba93d8b00089c7049,2.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,12,25
109,5ee93b8a0757731be7ee6374,MC,6.0,1.0,5.0,6.0,5.0,5.0,6.0,6.0,to be alone and meditate on my life  I would find answers I would discover my true motivations,5ee93b8a0757731be7ee6374,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,8,18
110,5ee99b84c6fc7e346a5e4d84,MC,4.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,Complete the yard work It would be fulfilling Happy nice ,5ee99b84c6fc7e346a5e4d84,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3,10
111,5eea61972ad8e71445d7c84c,I,6.0,1.0,7.0,6.0,7.0,7.0,7.0,6.0,Relationship Best life I want to be passed my best life. Every time want to enjoin in life.,5eea61972ad8e71445d7c84c,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,6,20
112,5eeab8dbac2ca01de4018af0,I,6.0,1.0,6.0,5.0,7.0,7.0,7.0,6.0,Clean my room peace of mind I have a big weight off my shoulders. No more worrying about cleaning while trying to relax.,5eeab8dbac2ca01de4018af0,2.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,3.0,3.0,12,25
113,5eeae0b5d11ddb2126b1e2bf,MC,6.0,1.0,6.0,5.0,5.0,6.0,7.0,6.0,To be kind Fulfilled  I am overcome with happiness. I can understand. I am empathizing. ,5eeae0b5d11ddb2126b1e2bf,2.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,9,18
114,5eeb734a0654c307aadfe0c3,I,4.0,1.0,4.0,3.0,4.0,3.0,4.0,5.0,"Not to be angry Happy and calm Being anywhere and in any situation, I am happy and not mad at any external things that are out of my control",5eeb734a0654c307aadfe0c3,2.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0,2.0,19,30
115,5eec844dde30ed0009d14eba,MC,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,"Research about a good side hustle I can do to improve my income Great Accomplishment, success",5eec844dde30ed0009d14eba,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,7,17
116,5ef0d2abecae6d04de905512,MC,5.0,1.0,4.0,4.0,6.0,4.0,5.0,4.0,See my friend who is finally home Very happy  Seeing my friend after 2 years of him being stationed away would make me very happy. I am excited that I get to catch up with him again and that he is finally home.,5ef0d2abecae6d04de905512,2.0,1.0,5.0,2.0,1.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,3.0,4.0,24,45
117,5ef2d7247fab4b18187eb534,MC,6.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,Complete my task at work I would feel satisfied with my results I would be happy that I spent the time to complete my tasks,5ef2d7247fab4b18187eb534,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,12,25
118,5ef31a3f0ec7340290db464b,MC,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,Wish i will get a chocolate cake Good I can't wait to eat some chocolate cake...my mouth waters already.,5ef31a3f0ec7340290db464b,3.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,7,23
119,5ef37c71b5135f0e29184498,MC,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,Finish packing Everything will be ready to go! All my stuff will be packed so there will be less overall stress and translation into a new city will hopefully be easier,5ef37c71b5135f0e29184498,2.0,5.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,16,32
120,5ef41167f2caff1d7ba24454,MC,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,  ,5ef41167f2caff1d7ba24454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0
121,5ef4f294a754761063674f12,I,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,  ,5ef4f294a754761063674f12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0
122,5ef563ed08cd7c1c23712488,MC,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,Getting up early Having more time in a day Being more productive ,5ef563ed08cd7c1c23712488,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,7,12
123,5ef56707b86de51c9ced0b36,I,7.0,3.0,6.0,5.0,6.0,6.0,6.0,7.0,finish reading the book im currently reading proud and ready to take on another task sense of responsibility to listen to my wants and needs instead of putting them off for my daily chores as a mom. i need to find time for the things i want as well.,5ef56707b86de51c9ced0b36,2.0,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,22,51
124,5ef819c640846d562cc3cd7e,MC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,drink a gallon of water hydrated and energized I see a happier version of myself ,5ef819c640846d562cc3cd7e,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,7,15
125,5ef81a32c4576a565bb8380c,MC,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,repeat approach fuse comfort souvenir start All the good will come back,5ef81a32c4576a565bb8380c,2.0,1.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3,12
126,5efa9081fcffd01a80f82502,MC,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,good no hg,5efa9081fcffd01a80f82502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3
127,5efb8f3656adde118c3a0e36,I,7.0,2.0,7.0,5.0,6.0,5.0,4.0,7.0,"Every business is being asked to fulfill its patriotic duty. ... Just as Americans have always done, they will do a job like few have seen before Every business is being asked to fulfill its patriotic duty. ... Just as Americans have always done, they will do a job like few have seen before Every business is being asked to fulfill its patriotic duty. ... Just as Americans have always done, they will do a job like few have seen before",5efb8f3656adde118c3a0e36,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42,87
128,5efc7dfcf7176d029d67c459,I,6.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,"Get a slice of Red Velvet Cake. Makes me feel real good. I am thinking of how good, eating a Red Velvet Cake is right now.",5efc7dfcf7176d029d67c459,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,10,30
129,5effb6ba633ea409d472e76e,I,7.0,2.0,6.0,4.0,6.0,6.0,5.0,5.0,Get my car fix . It will make me feel happy  After o fix my car I’m gonna be available to go to work ,5effb6ba633ea409d472e76e,2.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,12,27
130,5f001fa6eba35111ac4376e9,MC,6.0,1.0,6.0,6.0,6.0,7.0,7.0,5.0,Visit a friend  good relationship making Visiting my friend in his house will take our friendship to a next level creating better understanding and it will also give us a quality time.,5f001fa6eba35111ac4376e9,2.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,12,33
131,5f0027fc03078112dcf1133c,I,6.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,Having a perfect health Be very grateful I will be happy having a good health.,5f0027fc03078112dcf1133c,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,9,16
132,5f004341b4eb76146e106e12,MC,7.0,2.0,6.0,6.0,7.0,6.0,7.0,6.0,To get promoted I will feel great I will have to take a vocation to India just to celebrate that,5f004341b4eb76146e106e12,2.0,5.0,5.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,12,20
133,5f00962229c0c91b39d1978e,MC,6.0,3.0,7.0,5.0,7.0,6.0,5.0,7.0,seeing the most dearest person to me elated happy and ecstatic,5f00962229c0c91b39d1978e,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,5,11
134,5f0142aa1eb1e528e7abce50,I,6.0,1.0,5.0,5.0,6.0,5.0,6.0,6.0,Finish another chapter of novel I completely finish Write about 1k words today. Plot out next steps nighttime tea and cookies while writing. Feeling cozy and focused. Understanding my characters and the plot + pacing. Hearing the clack of my keyboard as I type quickly and confidently. ,5f0142aa1eb1e528e7abce50,2.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,16,52
135,5f04e4e580100c171b58d843,I,6.0,2.0,6.0,6.0,6.0,6.0,7.0,6.0,"happy excited excited, happy",5f04e4e580100c171b58d843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,5
136,5f081f29b11b0f4706f12470,I,6.0,2.0,7.0,7.0,5.0,7.0,5.0,7.0,That I could go out on dinner It will make me feel good.  Having this best outcome will really excite me. ,5f081f29b11b0f4706f12470,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,11,23
137,5f09554eacb8841e0dcd393d,MC,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,Job Gain Drop of rain from the cloud,5f09554eacb8841e0dcd393d,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3,8
138,5f09ff8304954e2b123bb07c,I,5.0,1.0,6.0,5.0,7.0,7.0,7.0,7.0,I want to take rest If I take vecation It will be fulfilled If I would go a vatation,5f09ff8304954e2b123bb07c,2.0,2.0,5.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,10,19
139,5f0a11f36652942c9e206547,MC,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,Very nice most important Wish Very nice  best Outcome Very nice  best Outcome thoughts and images down below,5f0a11f36652942c9e206547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,18
140,5f0af6c31bf0713d86e4e62d,I,5.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0," wish to visit a charity home I would feel generous Seeing people suffer a lot of had times hasn't been comfortable with me so I try as much as possible to lend helping hand to motherless baby thus, provide some essential materials and money upkeep.",5f0af6c31bf0713d86e4e62d,2.0,3.0,5.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,18,48
141,5f0b3e53346a2508230a67d9,MC,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,"To not smoke for 24 hours hopeful yet more vigilant Withdrawals set in with mind whirling, fear, shaking, anger, irritation, nervous, distracted. Still, I feel happy to get just one day behind me. Excited to go for another day. Walking straighter, breathing more deeply and with mindfulness. A glimpse of peace.",5f0b3e53346a2508230a67d9,2.0,3.0,5.0,2.0,2.0,5.0,2.0,1.0,5.0,4.0,2.0,5.0,3.0,3.0,17,64
142,5f0c911fc6db5763705037ef,I,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,I would like to make a nice dinner. Happy I would enjoy a good meal.,5f0c911fc6db5763705037ef,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,2.0,3.0,5,17
143,5f0cd090c46f4017b410ccbf,MC,5.0,1.0,6.0,4.0,5.0,5.0,5.0,4.0,"clean the house more pleasant surroundings Clean surfaces, everything in its place, more room to live in",5f0cd090c46f4017b410ccbf,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,7,19
144,5f0d810af3daf501de98e235,MC,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,I wish to go for a date  Works  I worked throughout the day no time to go out for dating or launch ,5f0d810af3daf501de98e235,2.0,1.0,2.0,3.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,11,22
145,5f0e3846c4ea8717ab1b72bb,MC,6.0,3.0,5.0,6.0,6.0,6.0,5.0,4.0,get my room neat Happy Dancing,5f0e3846c4ea8717ab1b72bb,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1,6
146,5f0fc68b01b48a1bba67a714,I,5.0,1.0,5.0,6.0,6.0,5.0,5.0,5.0,Want a family get to gather Make me happy then Just that I told,5f0fc68b01b48a1bba67a714,2.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,7,14
147,5f1177bf661dcd51de2cb852,MC,6.0,2.0,6.0,7.0,6.0,6.0,7.0,6.0,"$5,000  Very happy  I could use the money to achieve so many things in a day ",5f1177bf661dcd51de2cb852,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,7,17
148,5f12434469688108dff71446,I,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Apply to jobs  Finding a job  Independence and stability ,5f12434469688108dff71446,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3,9
149,5f143d48399eaf497b4b9cec,MC,5.0,1.0,5.0,5.0,5.0,5.0,5.0,7.0,Clean the kitchen Less stressed and calm inner peace when walking into the kitchen not seeing messes,5f143d48399eaf497b4b9cec,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,6,17
150,5f146ef9ea975204c13351bf,I,6.0,2.0,7.0,6.0,7.0,7.0,7.0,7.0,"Be content and have a goal/purpose Create somthing I would hope to have something that would entertain me, keep me distracted. I would like to have a goal I can achieve and once achieved, still be left with something.",5f146ef9ea975204c13351bf,2.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,5.0,3.0,2.0,3.0,2.0,3.0,20,43
151,5f14b6c41936800b900df943,I,6.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,Getting my work done  I would not have to worry  About finishing my work ,5f14b6c41936800b900df943,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,7,14
152,5f14c3c615487c0d3771254c,I,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,"Not bottle emotions Less weight on my shoulders Relief, happy",5f14c3c615487c0d3771254c,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3,11
153,5f14fd4d7b7a1911ef3fb8ad,I,5.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,write meaningful blog posts I would feel satisfied I would feel satisfied because this is a goal that I have been working towards for a long time. Writer's block makes it difficult for me to write and I want my blog to look and perform well.,5f14fd4d7b7a1911ef3fb8ad,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,21,49
154,5f15b6e9f7fa5e084eae1851,I,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,I wish I had more savings.  I would afford to buy a new house.  I would then make my family more happy and comfortable. ,5f15b6e9f7fa5e084eae1851,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,12,27
155,5f15b80b545a205ae35ca931,I,6.0,2.0,6.0,5.0,6.0,5.0,5.0,6.0,its my favourate dish i wish to get its my dish is going to ready its need to check my account,5f15b80b545a205ae35ca931,2.0,5.0,1.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,11,21
156,5f1624cd6b42b767a5e3e86c,I,5.0,2.0,7.0,6.0,6.0,7.0,6.0,5.0,Make a to do list. Relieved and ready I can go on with my days knowing that I've faced the things I have been putting off for months.,5f1624cd6b42b767a5e3e86c,2.0,1.0,5.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,2.0,5.0,3.0,3.0,17,31
